accident_id,state,city,accident_datetime,year,month,weekday,hour,weather_conditions,road_condition,road_type,vehicle_type,traffic_control_presence,junction_type,lighting_conditions,speed_limit_kmph,driver_age,driver_gender,driver_license_status,alcohol_involvement,number_of_vehicles_involved,number_of_casualties,number_of_fatalities,visibility_km,temperature_c,latitude,longitude,severity,hour_of_day,rush_hour,weekend,night_time,weather_category,visibility_risk,casualty_rate,fatality_flag
IND-ACC-00089,Delhi,Rohini,2020-07-01 17:46:00,2020,July,Wednesday,17,Cloudy,Under Construction,Highway,Truck,Police Managed,Roundabout,Daylight,80,18.0,Male,Invalid,Yes,2,3,0,5.91,28.1,28.70161,77.06918,Serious,17,1,0,0,Normal,Moderate,1.5,0
IND-ACC-00090,Uttar Pradesh,Varanasi,2020-01-13 11:15:00,2020,January,Monday,11,Clear,Under Construction,Highway,Auto-Rickshaw,Stop Sign,T-Junction,Daylight,50,36.0,Male,Valid,No,2,3,0,7.39,26.1,25.29492,82.99335,Minor,11,0,0,0,Normal,Moderate,1.5,0
IND-ACC-00091,Gujarat,Ahmedabad,2021-02-16 18:10:00,2021,February,Tuesday,18,Rain,Dry,Rural Road,Car,Uncontrolled,Non-Junction,Poor Lighting,30,35.0,Male,Expired,No,2,1,0,4.72,19.9,23.04245,72.52283,Minor,18,1,0,0,Adverse,High,0.5,0
IND-ACC-00092,Rajasthan,Jodhpur,2019-06-20 23:06:00,2019,June,Thursday,23,Rain,Under Construction,Highway,Auto-Rickshaw,Signal Present,Roundabout,Daylight,50,22.0,Female,Valid,No,2,1,0,7.2,34.2,26.27508,73.0019,Minor,23,0,0,1,Adverse,Moderate,0.5,0
IND-ACC-00093,Karnataka,Mysuru,2018-08-22 17:56:00,2018,August,Wednesday,17,Storm,Dry,Highway,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,50,18.0,Male,Valid,No,2,1,0,2.59,24.9,12.33209,76.70425,Minor,17,1,0,0,Adverse,High,0.5,0
IND-ACC-00094,Delhi,New Delhi,2022-11-10 12:03:00,2022,November,Thursday,12,Fog,Slippery,Highway,Car,Uncontrolled,Cross Junction,Daylight,80,35.0,Male,Valid,No,2,1,0,1.12,27.9,28.74505,77.22564,Serious,12,0,0,0,Adverse,Critical,0.5,0
IND-ACC-00095,Uttar Pradesh,Lucknow,2020-03-20 08:42:00,2020,March,Friday,8,Clear,Under Construction,Intersection,Car,Signal Present,Cross Junction,No Lighting,40,27.0,Male,Valid,Yes,3,2,0,6.39,32.4,26.88721,80.80332,Minor,8,1,0,0,Normal,Moderate,0.67,0
IND-ACC-00096,Uttar Pradesh,Lucknow,2021-04-16 15:25:00,2021,April,Friday,15,Storm,Slippery,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Daylight,50,28.0,Male,Valid,Yes,1,1,0,4.31,31.5,26.95987,80.91341,Minor,15,0,0,0,Adverse,High,1.0,0
IND-ACC-00097,Uttar Pradesh,Varanasi,2020-07-09 07:49:00,2020,July,Thursday,7,Clear,Wet,Rural Road,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,40,46.0,Male,Valid,No,1,1,0,4.92,26.1,25.2642,82.80814,Minor,7,1,0,0,Normal,High,1.0,0
IND-ACC-00098,Delhi,Rohini,2022-06-24 14:29:00,2022,June,Friday,14,Heat,Dry,Intersection,Car,Uncontrolled,Cross Junction,Poor Lighting,50,58.0,Male,Valid,No,2,1,0,9.14,36.3,28.7805,76.92333,Minor,14,0,0,0,Normal,Low,0.5,0
IND-ACC-00099,West Bengal,Howrah,2022-02-27 08:50:00,2022,February,Sunday,8,Clear,Dry,Urban Arterial,Truck,Roundabout,Cross Junction,Daylight,60,18.0,Male,Valid,No,1,1,0,4.46,25.3,22.64077,88.30269,Minor,8,1,1,0,Normal,High,1.0,0
IND-ACC-00100,Gujarat,Vadodara,2023-10-11 08:48:00,2023,October,Wednesday,8,Rain,Dry,Highway,Auto-Rickshaw,Uncontrolled,T-Junction,No Lighting,30,46.0,Male,Valid,Yes,2,2,0,8.16,22.8,22.40277,73.15992,Minor,8,1,0,0,Adverse,Low,1.0,0
IND-ACC-00101,Rajasthan,Jaipur,2022-01-23 17:37:00,2022,January,Sunday,17,Cloudy,Wet,Residential,Two-Wheeler,Uncontrolled,T-Junction,No Lighting,60,18.0,Male,Valid,No,1,1,0,7.15,22.6,26.9014,75.74865,Minor,17,1,1,0,Normal,Moderate,1.0,0
IND-ACC-00102,Delhi,Dwarka,2022-08-06 18:38:00,2022,August,Saturday,18,Rain,Dry,Residential,Car,Signal Present,Roundabout,Street Lights,60,35.0,Male,Valid,No,3,1,0,9.35,27.2,28.45247,76.93433,Minor,18,1,1,0,Adverse,Low,0.33,0
IND-ACC-00103,Delhi,New Delhi,2018-05-22 07:08:00,2018,May,Tuesday,7,Clear,Slippery,Residential,Car,Signal Present,Y-Junction,Daylight,80,23.0,Male,Valid,Yes,2,2,0,6.23,35.3,28.65828,77.25816,Serious,7,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00104,Uttar Pradesh,Lucknow,2022-01-21 18:57:00,2022,January,Friday,18,Clear,Dry,Rural Road,Auto-Rickshaw,Uncontrolled,T-Junction,Street Lights,30,20.0,Male,Valid,No,3,1,0,4.0,19.3,26.92605,80.98592,Minor,18,1,0,0,Normal,High,0.33,0
IND-ACC-00105,West Bengal,Kolkata,2019-11-26 19:54:00,2019,November,Tuesday,19,Cloudy,Wet,Residential,Truck,Uncontrolled,Roundabout,Daylight,50,32.0,Male,Valid,No,2,3,0,8.28,32.2,22.53049,88.40986,Minor,19,1,0,0,Normal,Low,1.5,0
IND-ACC-00106,Karnataka,Mysuru,2021-07-03 21:38:00,2021,July,Saturday,21,Clear,Wet,Urban Arterial,Two-Wheeler,Uncontrolled,Cross Junction,Daylight,50,43.0,Male,Valid,Yes,2,1,0,10.08,27.8,12.26061,76.64006,Minor,21,0,1,1,Normal,Low,0.5,0
IND-ACC-00107,Gujarat,Surat,2021-07-08 19:41:00,2021,July,Thursday,19,Clear,Under Construction,Urban Arterial,Bus,Signal Present,Non-Junction,Daylight,40,46.0,Male,Valid,No,2,3,0,6.81,27.3,21.07288,72.86797,Minor,19,1,0,0,Normal,Moderate,1.5,0
IND-ACC-00108,Kerala,Thiruvananthapuram,2020-12-23 13:40:00,2020,December,Wednesday,13,Cloudy,Dry,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Street Lights,50,38.0,Female,Expired,No,2,2,0,8.26,29.5,8.52686,77.01629,Minor,13,0,0,0,Normal,Low,1.0,0
IND-ACC-00109,Tamil Nadu,Coimbatore,2021-12-05 15:25:00,2021,December,Sunday,15,Clear,Dry,Urban Arterial,Car,Uncontrolled,Cross Junction,Poor Lighting,50,47.0,Male,Valid,No,3,2,0,8.53,30.95,11.07646,76.96076,Minor,15,0,1,0,Normal,Low,0.67,0
IND-ACC-00110,Rajasthan,Udaipur,2022-10-05 23:50:00,2022,October,Wednesday,23,Clear,Damaged,Intersection,Two-Wheeler,Roundabout,T-Junction,Daylight,80,33.0,Male,Valid,No,2,1,0,4.62,27.2,24.50555,73.61242,Minor,23,0,0,1,Normal,High,0.5,0
IND-ACC-00111,West Bengal,Howrah,2020-06-14 15:28:00,2020,June,Sunday,15,Rain,Dry,Intersection,Truck,Stop Sign,Y-Junction,Poor Lighting,40,48.0,Male,Valid,No,2,1,0,6.41,32.3,22.59612,88.33201,Minor,15,0,1,0,Adverse,Moderate,0.5,0
IND-ACC-00112,Telangana,Hyderabad,2023-02-15 11:01:00,2023,February,Wednesday,11,Storm,Wet,Residential,Two-Wheeler,Police Managed,T-Junction,Street Lights,40,37.0,Female,Valid,No,4,3,0,4.69,20.9,17.40109,78.42967,Minor,11,0,0,0,Adverse,High,0.75,0
IND-ACC-00113,Delhi,Rohini,2020-10-19 07:24:00,2020,October,Monday,7,Cloudy,Damaged,Urban Arterial,Two-Wheeler,Roundabout,Non-Junction,Daylight,40,39.0,Male,Valid,No,2,2,0,9.79,30.9,28.82347,77.0432,Minor,7,1,0,0,Normal,Low,1.0,0
IND-ACC-00114,Karnataka,Mysuru,2019-10-21 14:11:00,2019,October,Monday,14,Clear,Dry,Intersection,Bus,Signal Present,Y-Junction,Poor Lighting,60,35.0,Male,Valid,No,2,3,0,6.62,21.8,12.30845,76.62883,Minor,14,0,0,0,Normal,Moderate,1.5,0
IND-ACC-00115,Telangana,Nizamabad,2019-12-09 19:47:00,2019,December,Monday,19,Clear,Damaged,Highway,Truck,Uncontrolled,Non-Junction,Daylight,60,48.0,Male,Valid,No,2,1,0,5.27,21.6,18.78298,78.01823,Minor,19,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00116,Rajasthan,Jaipur,2023-12-03 16:34:00,2023,December,Sunday,16,Clear,Wet,Intersection,Auto-Rickshaw,Uncontrolled,T-Junction,Daylight,50,46.0,Male,Valid,No,2,1,0,6.15,29.8,26.81526,75.79413,Minor,16,0,1,0,Normal,Moderate,0.5,0
IND-ACC-00117,Delhi,New Delhi,2023-06-21 16:17:00,2023,June,Wednesday,16,Clear,Slippery,Rural Road,Truck,Uncontrolled,Y-Junction,Daylight,50,42.0,Male,Valid,No,3,1,0,5.99,31.4,28.64725,77.18117,Minor,16,0,0,0,Normal,Moderate,0.33,0
IND-ACC-00118,Uttar Pradesh,Kanpur,2019-06-21 15:12:00,2019,June,Friday,15,Clear,Dry,Intersection,Two-Wheeler,Stop Sign,Y-Junction,Daylight,100,28.0,Male,Valid,No,2,1,0,5.3,32.1,26.41129,80.31632,Minor,15,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00119,Maharashtra,Nagpur,2021-05-09 03:55:00,2021,May,Sunday,3,Rain,Dry,Urban Arterial,Car,Signal Present,Non-Junction,Daylight,30,28.0,Male,Valid,No,1,1,0,8.08,36.2,21.18636,79.02633,Minor,3,0,1,1,Adverse,Low,1.0,0
IND-ACC-00120,Maharashtra,Mumbai,2023-02-16 16:37:00,2023,February,Thursday,16,Heat,Dry,Rural Road,Car,Uncontrolled,Non-Junction,Daylight,100,34.0,Female,Valid,No,2,2,0,7.72,26.8,19.04194,72.84045,Minor,16,0,0,0,Normal,Moderate,1.0,0
IND-ACC-00121,West Bengal,Kolkata,2019-06-23 19:14:00,2019,June,Sunday,19,Clear,Wet,Rural Road,Car,Signal Present,Non-Junction,Street Lights,60,67.0,Male,Valid,No,3,2,0,7.57,37.8,22.46199,88.32325,Minor,19,1,1,0,Normal,Moderate,0.67,0
IND-ACC-00122,Maharashtra,Nagpur,2018-03-05 08:59:00,2018,March,Monday,8,Cloudy,Dry,Highway,Two-Wheeler,Signal Present,Roundabout,Poor Lighting,80,35.0,Female,Valid,No,3,2,0,4.78,29.6,21.10751,79.04841,Serious,8,1,0,0,Normal,High,0.67,0
IND-ACC-00123,Kerala,Kozhikode,2021-02-04 14:15:00,2021,February,Thursday,14,Clear,Dry,Residential,Car,Uncontrolled,Non-Junction,Street Lights,80,39.0,Female,Valid,No,3,1,0,6.5,16.5,11.35336,75.89026,Minor,14,0,0,0,Normal,Moderate,0.33,0
IND-ACC-00124,Tamil Nadu,Coimbatore,2021-01-26 16:09:00,2021,January,Tuesday,16,Cloudy,Damaged,Highway,Two-Wheeler,Uncontrolled,Cross Junction,Daylight,30,45.0,Male,Invalid,No,2,1,0,2.79,30.4,11.11536,77.03171,Minor,16,0,0,0,Normal,High,0.5,0
IND-ACC-00125,Rajasthan,Jaipur,2023-04-14 17:45:00,2023,April,Friday,17,Clear,Wet,Rural Road,Car,Signal Present,T-Junction,Daylight,60,39.0,Male,Valid,No,1,2,0,10.6,30.2,26.86822,75.789,Minor,17,1,0,0,Normal,Low,2.0,0
IND-ACC-00126,Tamil Nadu,Chennai,2022-12-20 00:37:00,2022,December,Tuesday,0,Clear,Wet,Highway,Auto-Rickshaw,Police Managed,Cross Junction,Daylight,60,27.0,Female,Valid,No,2,2,0,6.59,25.3,13.05588,80.28333,Minor,0,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00127,Tamil Nadu,Coimbatore,2021-04-22 08:26:00,2021,April,Thursday,8,Storm,Dry,Highway,Two-Wheeler,Signal Present,T-Junction,Poor Lighting,80,55.0,Male,Invalid,No,3,1,0,3.78,38.0,11.15839,76.93461,Serious,8,1,0,0,Adverse,High,0.33,0
IND-ACC-00128,Gujarat,Vadodara,2020-10-26 12:12:00,2020,October,Monday,12,Rain,Under Construction,Rural Road,Auto-Rickshaw,Roundabout,T-Junction,No Lighting,50,34.0,Male,Valid,No,4,2,0,4.73,28.0,22.23343,73.20263,Minor,12,0,0,0,Adverse,High,0.5,0
IND-ACC-00129,Tamil Nadu,Chennai,2020-12-19 17:15:00,2020,December,Saturday,17,Fog,Dry,Residential,Car,Uncontrolled,Non-Junction,Daylight,50,49.0,Male,Valid,No,2,1,0,1.94,24.3,13.05423,80.23039,Minor,17,1,1,0,Adverse,Critical,0.5,0
IND-ACC-00130,Maharashtra,Mumbai,2022-09-16 04:50:00,2022,September,Friday,4,Cloudy,Dry,Highway,Car,Roundabout,Y-Junction,Daylight,60,47.0,Male,Valid,Yes,2,1,0,2.88,23.2,19.00947,72.89147,Serious,4,0,0,1,Normal,High,0.5,0
IND-ACC-00131,Maharashtra,Nagpur,2020-11-21 21:58:00,2020,November,Saturday,21,Clear,Wet,Residential,Truck,Signal Present,Non-Junction,Daylight,60,56.0,Male,Invalid,No,4,1,0,5.4,28.0,21.14848,79.1337,Minor,21,0,1,1,Normal,Moderate,0.25,0
IND-ACC-00132,Tamil Nadu,Madurai,2019-06-01 05:03:00,2019,June,Saturday,5,Cloudy,Under Construction,Urban Arterial,Two-Wheeler,Signal Present,T-Junction,Daylight,50,41.0,Male,Valid,No,1,3,0,7.67,32.8,9.94738,78.15991,Minor,5,0,1,1,Normal,Moderate,3.0,0
IND-ACC-00133,Uttar Pradesh,Lucknow,2018-01-06 06:06:00,2018,January,Saturday,6,Clear,Wet,Intersection,Two-Wheeler,Signal Present,Non-Junction,Poor Lighting,50,38.0,Male,Valid,No,3,2,0,10.23,22.9,26.87181,80.93816,Minor,6,0,1,0,Normal,Low,0.67,0
IND-ACC-00134,Uttar Pradesh,Lucknow,2018-06-04 06:31:00,2018,June,Monday,6,Clear,Dry,Rural Road,Two-Wheeler,Stop Sign,Roundabout,Daylight,40,20.0,Male,Learner,No,2,3,0,8.55,30.1,26.89849,80.95683,Minor,6,0,0,0,Normal,Low,1.5,0
IND-ACC-00135,Uttar Pradesh,Varanasi,2023-01-03 09:06:00,2023,January,Tuesday,9,Rain,Dry,Urban Arterial,Truck,Signal Present,Non-Junction,Daylight,80,21.0,Male,Valid,No,1,2,0,3.77,21.2,25.28318,83.04371,Minor,9,1,0,0,Adverse,High,2.0,0
IND-ACC-00136,Delhi,New Delhi,2018-04-18 03:39:00,2018,April,Wednesday,3,Clear,Dry,Urban Arterial,Truck,Uncontrolled,Non-Junction,Daylight,60,47.0,Male,Valid,No,2,1,0,9.5,33.3,28.6292,77.17348,Minor,3,0,0,1,Normal,Low,0.5,0
IND-ACC-00137,Karnataka,Mysuru,2023-04-03 04:43:00,2023,April,Monday,4,Clear,Dry,Residential,Car,Roundabout,T-Junction,No Lighting,30,21.0,Male,Valid,Yes,1,2,0,7.05,31.0,12.24517,76.55841,Minor,4,0,0,1,Normal,Moderate,2.0,0
IND-ACC-00138,Telangana,Nizamabad,2023-05-24 08:30:00,2023,May,Wednesday,8,Heat,Dry,Urban Arterial,Car,Stop Sign,T-Junction,Daylight,50,51.0,Female,Valid,No,3,2,0,0.73,32.9,18.73739,78.07453,Minor,8,1,0,0,Normal,Critical,0.67,0
IND-ACC-00139,Uttar Pradesh,Varanasi,2018-01-25 09:02:00,2018,January,Thursday,9,Rain,Dry,Residential,Two-Wheeler,Uncontrolled,Non-Junction,Street Lights,60,45.0,Male,Valid,No,2,2,0,6.04,23.1,25.28262,83.01112,Minor,9,1,0,0,Adverse,Moderate,1.0,0
IND-ACC-00140,Tamil Nadu,Coimbatore,2020-07-17 20:00:00,2020,July,Friday,20,Rain,Slippery,Highway,Auto-Rickshaw,Roundabout,Non-Junction,Street Lights,100,41.0,Male,Valid,No,2,3,0,8.78,34.3,11.08492,77.00223,Serious,20,0,0,1,Adverse,Low,1.5,0
IND-ACC-00141,Maharashtra,Mumbai,2022-09-23 18:04:00,2022,September,Friday,18,Rain,Under Construction,Rural Road,Bus,Uncontrolled,T-Junction,Daylight,40,30.0,Male,Valid,No,1,1,0,4.23,21.8,19.17725,72.92463,Minor,18,1,0,0,Adverse,High,1.0,0
IND-ACC-00142,Karnataka,Bengaluru,2020-08-10 14:09:00,2020,August,Monday,14,Clear,Under Construction,Rural Road,Bus,Uncontrolled,Roundabout,Street Lights,50,22.0,Male,Valid,Yes,2,1,0,1.76,27.8,12.89469,77.5964,Minor,14,0,0,0,Normal,Critical,0.5,0
IND-ACC-00143,Karnataka,Bengaluru,2022-09-08 18:19:00,2022,September,Thursday,18,Fog,Wet,Urban Arterial,Car,Roundabout,Roundabout,Poor Lighting,80,54.0,Female,Valid,Yes,3,2,0,1.98,25.1,12.90718,77.491,Serious,18,1,0,0,Adverse,Critical,0.67,0
IND-ACC-00144,Uttar Pradesh,Kanpur,2021-06-13 15:24:00,2021,June,Sunday,15,Clear,Damaged,Rural Road,Auto-Rickshaw,Uncontrolled,Cross Junction,Daylight,60,52.0,Male,Valid,No,2,2,0,3.25,29.8,26.45766,80.31042,Minor,15,0,1,0,Normal,High,1.0,0
IND-ACC-00145,Rajasthan,Udaipur,2020-10-12 11:51:00,2020,October,Monday,11,Rain,Dry,Residential,Truck,Uncontrolled,Y-Junction,Street Lights,100,42.0,Male,Valid,No,4,1,0,5.78,31.4,24.54632,73.71851,Minor,11,0,0,0,Adverse,Moderate,0.25,0
IND-ACC-00146,Delhi,Dwarka,2018-11-17 14:22:00,2018,November,Saturday,14,Clear,Dry,Urban Arterial,Bus,Uncontrolled,Non-Junction,Daylight,60,41.0,Male,Valid,No,2,1,0,7.0,23.4,28.59821,76.96124,Minor,14,0,1,0,Normal,Moderate,0.5,0
IND-ACC-00147,Karnataka,Mysuru,2021-06-27 06:59:00,2021,June,Sunday,6,Cloudy,Under Construction,Residential,Two-Wheeler,Uncontrolled,Y-Junction,Daylight,60,31.0,Male,Learner,No,3,2,0,5.45,26.0,12.34826,76.70428,Minor,6,0,1,0,Normal,Moderate,0.67,0
IND-ACC-00148,Gujarat,Ahmedabad,2022-04-27 09:08:00,2022,April,Wednesday,9,Rain,Dry,Highway,Bus,Signal Present,Non-Junction,Poor Lighting,50,48.0,Male,Valid,No,3,1,0,6.84,37.3,23.05525,72.5092,Minor,9,1,0,0,Adverse,Moderate,0.33,0
IND-ACC-00149,Gujarat,Surat,2018-02-13 19:59:00,2018,February,Tuesday,19,Storm,Slippery,Highway,Two-Wheeler,Signal Present,Non-Junction,Street Lights,40,18.0,Female,Valid,No,2,1,0,2.08,18.1,21.15899,72.90952,Minor,19,1,0,0,Adverse,Critical,0.5,0
IND-ACC-00150,Tamil Nadu,Madurai,2023-04-14 08:37:00,2023,April,Friday,8,Rain,Damaged,Intersection,Two-Wheeler,Roundabout,Cross Junction,Street Lights,100,25.0,Male,Valid,No,2,2,0,4.01,37.9,9.91004,78.10711,Minor,8,1,0,0,Adverse,High,1.0,0
IND-ACC-00151,Maharashtra,Mumbai,2019-10-12 17:03:00,2019,October,Saturday,17,Clear,Dry,Urban Arterial,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,30,37.0,Male,Valid,No,2,2,0,5.22,19.8,19.10945,72.79745,Minor,17,1,1,0,Normal,Moderate,1.0,0
IND-ACC-00152,Uttar Pradesh,Kanpur,2018-03-27 15:22:00,2018,March,Tuesday,15,Clear,Wet,Highway,Two-Wheeler,Police Managed,Non-Junction,Poor Lighting,30,61.0,Male,Valid,No,1,2,0,2.77,33.3,26.36653,80.41939,Serious,15,0,0,0,Normal,High,2.0,0
IND-ACC-00153,Karnataka,Hubballi,2021-01-17 14:05:00,2021,January,Sunday,14,Cloudy,Dry,Highway,Car,Signal Present,Roundabout,Daylight,60,26.0,Male,Valid,No,1,2,0,7.19,18.6,15.36087,75.24533,Minor,14,0,1,0,Normal,Moderate,2.0,0
IND-ACC-00154,Rajasthan,Udaipur,2023-11-11 18:43:00,2023,November,Saturday,18,Heat,Dry,Residential,Two-Wheeler,Roundabout,Y-Junction,Daylight,40,37.0,Male,Invalid,No,3,1,0,5.92,23.4,24.66744,73.7156,Minor,18,1,1,0,Normal,Moderate,0.33,0
IND-ACC-00155,Rajasthan,Udaipur,2020-10-18 07:12:00,2020,October,Sunday,7,Cloudy,Dry,Urban Arterial,Truck,Signal Present,Non-Junction,Poor Lighting,50,18.0,Male,Valid,No,3,3,0,2.86,29.65,24.61943,73.59654,Minor,7,1,1,0,Normal,High,1.0,0
IND-ACC-00156,Karnataka,Mysuru,2019-02-22 18:03:00,2019,February,Friday,18,Rain,Dry,Intersection,Truck,Roundabout,Cross Junction,No Lighting,50,48.0,Male,Valid,No,1,4,0,2.43,18.0,12.25384,76.62946,Serious,18,1,0,0,Adverse,Critical,4.0,0
IND-ACC-00157,Kerala,Kochi,2018-12-26 17:20:00,2018,December,Wednesday,17,Clear,Dry,Urban Arterial,Car,Uncontrolled,Cross Junction,Street Lights,40,34.0,Male,Valid,No,2,2,0,8.12,25.7,9.93397,76.30908,Minor,17,1,0,0,Normal,Low,1.0,0
IND-ACC-00158,Gujarat,Vadodara,2018-07-24 05:33:00,2018,July,Tuesday,5,Clear,Dry,Highway,Two-Wheeler,Uncontrolled,Cross Junction,Poor Lighting,30,50.0,Male,Valid,No,2,1,0,3.17,25.1,22.47518,73.1592,Minor,5,0,0,1,Normal,High,0.5,0
IND-ACC-00159,Uttar Pradesh,Lucknow,2020-04-20 04:41:00,2020,April,Monday,4,Cloudy,Dry,Intersection,Truck,Uncontrolled,Roundabout,Street Lights,60,32.0,Male,Valid,No,2,1,0,7.14,33.2,26.90218,80.97297,Minor,4,0,0,1,Normal,Moderate,0.5,0
IND-ACC-00160,Uttar Pradesh,Varanasi,2018-09-01 02:28:00,2018,September,Saturday,2,Fog,Dry,Rural Road,Two-Wheeler,Uncontrolled,Cross Junction,Daylight,40,48.0,Male,Valid,No,1,1,0,2.03,34.8,25.41052,82.95141,Minor,2,0,1,1,Adverse,Critical,1.0,0
IND-ACC-00161,Rajasthan,Udaipur,2023-06-07 22:02:00,2023,June,Wednesday,22,Cloudy,Under Construction,Urban Arterial,Car,Uncontrolled,T-Junction,Street Lights,40,35.0,Female,Valid,No,1,1,0,7.05,32.8,24.65432,73.66858,Minor,22,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00162,Telangana,Warangal,2023-07-05 13:30:00,2023,July,Wednesday,13,Cloudy,Dry,Highway,Two-Wheeler,Uncontrolled,Cross Junction,Street Lights,80,57.0,Male,Valid,No,4,1,0,9.51,29.1,17.94978,79.58392,Serious,13,0,0,0,Normal,Low,0.25,0
IND-ACC-00163,Delhi,New Delhi,2018-07-17 08:29:00,2018,July,Tuesday,8,Clear,Wet,Highway,Car,Signal Present,Non-Junction,Daylight,80,18.0,Male,Valid,No,1,3,0,5.64,31.5,28.54287,77.30756,Minor,8,1,0,0,Normal,Moderate,3.0,0
IND-ACC-00164,Delhi,New Delhi,2023-12-19 11:06:00,2023,December,Tuesday,11,Clear,Dry,Intersection,Two-Wheeler,Stop Sign,T-Junction,Daylight,40,19.0,Male,Valid,No,1,1,0,9.45,26.2,28.61727,77.15013,Minor,11,0,0,0,Normal,Low,1.0,0
IND-ACC-00165,West Bengal,Howrah,2020-02-02 08:34:00,2020,February,Sunday,8,Clear,Dry,Urban Arterial,Two-Wheeler,Roundabout,Roundabout,No Lighting,50,18.0,Male,Valid,Yes,1,2,0,11.64,19.9,22.506,88.34476,Minor,8,1,1,0,Normal,Low,2.0,0
IND-ACC-00166,Tamil Nadu,Chennai,2019-07-02 07:29:00,2019,July,Tuesday,7,Clear,Wet,Highway,Car,Roundabout,T-Junction,Daylight,50,42.0,Male,Valid,No,3,2,0,4.91,27.0,13.14865,80.29449,Minor,7,1,0,0,Normal,High,0.67,0
IND-ACC-00167,West Bengal,Howrah,2023-06-11 10:30:00,2023,June,Sunday,10,Fog,Wet,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Poor Lighting,60,33.0,Male,Valid,No,4,3,0,1.67,32.1,22.65479,88.22586,Minor,10,0,1,0,Adverse,Critical,0.75,0
IND-ACC-00168,Uttar Pradesh,Kanpur,2023-10-05 21:17:00,2023,October,Thursday,21,Clear,Damaged,Rural Road,Truck,Signal Present,Non-Junction,Street Lights,60,26.0,Male,Valid,No,2,1,0,5.97,29.8,26.43456,80.31045,Minor,21,0,0,1,Normal,Moderate,0.5,0
IND-ACC-00169,Delhi,New Delhi,2021-02-05 08:22:00,2021,February,Friday,8,Cloudy,Dry,Residential,Auto-Rickshaw,Uncontrolled,Non-Junction,Street Lights,80,26.0,Male,Valid,No,2,2,0,8.38,27.0,28.59545,77.18992,Minor,8,1,0,0,Normal,Low,1.0,0
IND-ACC-00170,West Bengal,Howrah,2020-07-09 06:54:00,2020,July,Thursday,6,Fog,Wet,Rural Road,Two-Wheeler,Signal Present,Cross Junction,Poor Lighting,40,19.0,Male,Valid,No,3,1,0,1.48,32.4,22.52234,88.2359,Minor,6,0,0,0,Adverse,Critical,0.33,0
IND-ACC-00171,Delhi,Rohini,2022-06-14 17:54:00,2022,June,Tuesday,17,Rain,Dry,Residential,Two-Wheeler,Signal Present,Y-Junction,Street Lights,50,27.0,Male,Valid,No,1,2,0,8.37,31.6,28.78383,77.07904,Minor,17,1,0,0,Adverse,Low,2.0,0
IND-ACC-00172,Tamil Nadu,Coimbatore,2020-07-13 15:28:00,2020,July,Monday,15,Clear,Under Construction,Urban Arterial,Two-Wheeler,Signal Present,Non-Junction,Street Lights,60,18.0,Male,Valid,No,1,2,0,6.16,36.4,10.86007,76.92695,Minor,15,0,0,0,Normal,Moderate,2.0,0
IND-ACC-00173,Gujarat,Ahmedabad,2021-07-16 16:59:00,2021,July,Friday,16,Storm,Wet,Urban Arterial,Truck,Uncontrolled,Y-Junction,No Lighting,30,20.0,Male,Valid,No,1,1,0,4.22,29.7,23.03276,72.52471,Minor,16,0,0,0,Adverse,High,1.0,0
IND-ACC-00174,Maharashtra,Nagpur,2023-03-23 16:06:00,2023,March,Thursday,16,Cloudy,Damaged,Urban Arterial,Car,Stop Sign,Cross Junction,Daylight,30,26.0,Male,Valid,No,2,1,0,8.04,24.2,21.14051,79.1488,Minor,16,0,0,0,Normal,Low,0.5,0
IND-ACC-00175,Tamil Nadu,Madurai,2023-03-20 07:36:00,2023,March,Monday,7,Rain,Dry,Rural Road,Car,Uncontrolled,Non-Junction,Poor Lighting,80,31.0,Male,Valid,No,2,2,0,9.48,24.0,9.91823,78.0158,Minor,7,1,0,0,Adverse,Low,1.0,0
IND-ACC-00176,Maharashtra,Nagpur,2023-03-08 07:20:00,2023,March,Wednesday,7,Clear,Dry,Rural Road,Car,Signal Present,Roundabout,Daylight,80,37.0,Male,Invalid,No,3,2,0,6.3,29.9,21.15022,79.04343,Minor,7,1,0,0,Normal,Moderate,0.67,0
IND-ACC-00177,Telangana,Hyderabad,2018-03-14 19:24:00,2018,March,Wednesday,19,Clear,Wet,Urban Arterial,Two-Wheeler,Uncontrolled,Roundabout,Daylight,40,57.0,Male,Learner,Yes,2,2,0,7.71,24.2,17.402,78.38834,Minor,19,1,0,0,Normal,Moderate,1.0,0
